pseudogroup,pubID,weeks,cluster,cluster_size
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_0,2
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_2,2
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_0,2
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_20_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_21_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_21_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_21_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_21_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_22_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_24_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_24_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-5*03_25_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV1-9*01_18_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-11*01_14_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_13_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_1,5
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_20,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_0,4
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_20,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_0,3
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_1,3
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_1,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_20_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_20_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_20_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_22_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_22_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_22_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_23_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-15*01_23_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_12_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_0,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_1,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_2,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_20,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_21,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_22,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_23,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_24,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_25,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_26,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_27,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_29,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_30,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_31,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_32,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_33,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_34,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_36,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_37,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_38,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_39,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_40,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_41,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_42,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_43,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_6,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_0,6
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_1,5
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_10,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_12,3
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_2,3
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_21,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_22,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_23,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_24,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_25,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_26,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_27,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_28,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_29,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_30,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_31,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_32,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_34,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_36,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_37,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_38,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_39,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_4,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_40,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_42,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_43,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_45,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_46,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_47,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_5,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_50,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_51,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_52,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_53,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_54,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_55,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_56,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_57,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_58,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_6,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_60,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_61,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_62,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-820_9,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_1,3
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_2,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_21,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_22,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_23,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_24,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_26,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_29,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_4,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-820_9,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_0,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_1,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_2,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_20,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_21,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_7,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-820_8,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_0,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_1,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_10,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_11,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_12,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_13,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_14,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_15,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_16,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_17,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_18,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_19,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_2,2
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_20,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_21,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_22,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_24,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_25,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_26,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_27,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_3,1
6.0,G002-820,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-820_30,1
